anime_id,name,genre,type,rating,content
5929,Hi no Ame ga Furu,Drama  Historical,Movie,7.55,Hi no Ame ga Furu Drama  Historical Movie
28825,Himouto! Umaru-chan,Comedy  School  Seinen  Slice of Life,TV,7.55,Himouto! Umaru-chan Comedy  School  Seinen  Slice of Life TV
5291,Hokuto no Ken Zero: Kenshirou Den,Martial Arts,Movie,7.55,Hokuto no Ken Zero: Kenshirou Den Martial Arts Movie
12679,Joshiraku,Comedy  Slice of Life,TV,7.55,Joshiraku Comedy  Slice of Life TV
9366,Kaichou wa Maid-sama!: Omake dayo!,Comedy  School  Shoujo,Special,7.55,Kaichou wa Maid-sama!: Omake dayo! Comedy  School  Shoujo Special
1021,Kaikan Phrase,Drama  Music  Romance  Shoujo,TV,7.55,Kaikan Phrase Drama  Music  Romance  Shoujo TV
6707,Kuroshitsuji II,Action  Comedy  Demons  Fantasy  Shounen  Supernatural,TV,7.55,Kuroshitsuji II Action  Comedy  Demons  Fantasy  Shounen  Supernatural TV
207,Lodoss-tou Senki,Action  Adventure  Fantasy  Magic  Shounen  Supernatural,OVA,7.55,Lodoss-tou Senki Action  Adventure  Fantasy  Magic  Shounen  Supernatural OVA
1424,Lupin III: Otakara Henkyaku Daisakusen!!,Adventure  Comedy  Shounen,Special,7.55,Lupin III: Otakara Henkyaku Daisakusen!! Adventure  Comedy  Shounen Special
3468,Maria-sama ga Miteru Specials,Drama  Romance  School  Shoujo  Shoujo Ai  Slice of Life,Special,7.55,Maria-sama ga Miteru Specials Drama  Romance  School  Shoujo  Shoujo Ai  Slice of Life Special
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,TV,7.55,Masuda Kousuke Gekijou Gag Manga Biyori 2 Comedy TV
1241,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,Drama  Mecha  Military  Sci-Fi  Space,OVA,7.55,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future Drama  Mecha  Military  Sci-Fi  Space OVA
32792,Mobile Suit Gundam Unicorn RE:0096,Action  Drama  Mecha  Military  Sci-Fi  Space,TV,7.56,Mobile Suit Gundam Unicorn RE:0096 Action  Drama  Mecha  Military  Sci-Fi  Space TV
5252,One Piece: Romance Dawn Story,Action  Comedy  Fantasy  Shounen  Super Power,OVA,7.55,One Piece: Romance Dawn Story Action  Comedy  Fantasy  Shounen  Super Power OVA
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Comedy  Romance  School,TV,7.55,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru Comedy  Romance  School TV"
165,RahXephon,Action  Drama  Mecha  Music  Mystery  Psychological  Romance  Sci-Fi,TV,7.55,RahXephon Action  Drama  Mecha  Music  Mystery  Psychological  Romance  Sci-Fi TV
13267,Shinryaku!! Ika Musume,Comedy  Shounen  Slice of Life,OVA,7.55,Shinryaku!! Ika Musume Comedy  Shounen  Slice of Life OVA
25,Sunabouzu,Action  Adventure  Comedy  Ecchi  Sci-Fi  Shounen,TV,7.55,Sunabouzu Action  Adventure  Comedy  Ecchi  Sci-Fi  Shounen TV
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,Adventure  Fantasy  Shounen  Slice of Life  Supernatural,Special,7.55,Tegamibachi: Hikari to Ao no Gensou Yawa Adventure  Fantasy  Shounen  Slice of Life  Supernatural Special
24365,Tonari no Seki-kun Specials,Comedy  School  Seinen,Special,7.55,Tonari no Seki-kun Specials Comedy  School  Seinen Special
2129,True Tears,Drama  Romance  School,TV,7.55,True Tears Drama  Romance  School TV
8481,&quot;Bungaku Shoujo&quot; Memoire,Drama  Romance  School,OVA,7.54,&quot;Bungaku Shoujo&quot; Memoire Drama  Romance  School OVA
1050,Bobobo-bo Bo-bobo,Adventure  Comedy  Sci-Fi  Shounen,TV,7.54,Bobobo-bo Bo-bobo Adventure  Comedy  Sci-Fi  Shounen TV
1222,Bokura ga Ita,Drama  Romance  Shoujo  Slice of Life,TV,7.54,Bokura ga Ita Drama  Romance  Shoujo  Slice of Life TV
1069,Chou Denji Machine Voltes V,Action  Adventure  Drama  Mecha  Sci-Fi  Shounen,TV,7.54,Chou Denji Machine Voltes V Action  Adventure  Drama  Mecha  Sci-Fi  Shounen TV
13349,Chouyaku Hyakuninisshu: Uta Koi.,Historical  Josei  Romance,TV,7.54,Chouyaku Hyakuninisshu: Uta Koi. Historical  Josei  Romance TV
23359,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Action  Comedy  Military,Special,7.54,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama Action  Comedy  Military Special
15583,Date A Live,Comedy  Harem  Mecha  Romance  School  Sci-Fi,TV,7.54,Date A Live Comedy  Harem  Mecha  Romance  School  Sci-Fi TV
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,Adventure  Comedy  Fantasy  Kids  Shounen,Movie,7.54,Doraemon Movie 28: Nobita to Midori no Kyojin Den Adventure  Comedy  Fantasy  Kids  Shounen Movie
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,Adventure  Comedy  Fantasy  Sci-Fi  Shounen,Movie,7.54,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru Adventure  Comedy  Fantasy  Sci-Fi  Shounen Movie
18393,Fairy Tail x Rave,Action  Adventure  Comedy  Fantasy  Magic  Shounen,OVA,7.54,Fairy Tail x Rave Action  Adventure  Comedy  Fantasy  Magic  Shounen OVA
1391,Future GPX Cyber Formula,Adventure  Sci-Fi  Shounen  Sports,TV,7.54,Future GPX Cyber Formula Adventure  Sci-Fi  Shounen  Sports TV
2037,Hime-chan no Ribbon,Comedy  Fantasy  Magic  Romance  School  Shoujo,TV,7.54,Hime-chan no Ribbon Comedy  Fantasy  Magic  Romance  School  Shoujo TV
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,Action  Adventure  Martial Arts,Movie,7.54,Hokuto no Ken: Raoh Gaiden Junai-hen Action  Adventure  Martial Arts Movie
5228,Initial D Extra Stage 2,Action  Cars  Drama  Seinen  Sports,OVA,7.54,Initial D Extra Stage 2 Action  Cars  Drama  Seinen  Sports OVA
389,Karas,Action  Fantasy  Sci-Fi,OVA,7.54,Karas Action  Fantasy  Sci-Fi OVA
3199,Nanatsu no Umi no Tico,Adventure  Slice of Life,TV,7.54,Nanatsu no Umi no Tico Adventure  Slice of Life TV
9124,Ookiku Furikabutte: Natsu no Taikai-hen Special,Comedy  Sports,Special,7.54,Ookiku Furikabutte: Natsu no Taikai-hen Special Comedy  Sports Special
327,Puchi Puri Yuushi,Comedy  Fantasy  Magic  Shoujo,TV,7.54,Puchi Puri Yuushi Comedy  Fantasy  Magic  Shoujo TV
130,Saiyuuki Reload,Action  Adventure  Comedy  Drama  Fantasy  Shoujo,TV,7.54,Saiyuuki Reload Action  Adventure  Comedy  Drama  Fantasy  Shoujo TV
2216,Shigurui,Action  Drama  Historical  Martial Arts  Samurai  Seinen,TV,7.54,Shigurui Action  Drama  Historical  Martial Arts  Samurai  Seinen TV
31680,Super Lovers,Comedy  Drama  Romance  Shounen Ai  Slice of Life,TV,7.54,Super Lovers Comedy  Drama  Romance  Shounen Ai  Slice of Life TV
15731,Tamayura: More Aggressive,Comedy  Drama  Slice of Life,TV,7.54,Tamayura: More Aggressive Comedy  Drama  Slice of Life TV
696,Tenchi Muyou!,Comedy  Harem  Romance  Sci-Fi  Shounen  Space,TV,7.54,Tenchi Muyou! Comedy  Harem  Romance  Sci-Fi  Shounen  Space TV
12015,Tiger &amp; Bunny Movie 1: The Beginning,Action  Comedy  Mystery  Super Power,Movie,7.54,Tiger &amp; Bunny Movie 1: The Beginning Action  Comedy  Mystery  Super Power Movie
11553,Toradora!: Bentou no Gokui,Comedy  Romance  School  Slice of Life,Special,7.54,Toradora!: Bentou no Gokui Comedy  Romance  School  Slice of Life Special
181,Vandread: The Second Stage,Action  Ecchi  Mecha  Sci-Fi  Shounen  Space,TV,7.54,Vandread: The Second Stage Action  Ecchi  Mecha  Sci-Fi  Shounen  Space TV
2608,Wangan Midnight,Action  Cars  Seinen  Sports,TV,7.54,Wangan Midnight Action  Cars  Seinen  Sports TV
1327,Aoki Densetsu Shoot!,Action  Comedy  Drama  Romance  School  Shounen  Sports,TV,7.53,Aoki Densetsu Shoot! Action  Comedy  Drama  Romance  School  Shounen  Sports TV
2922,Ashita no Joe 2 (Movie),Drama  Sports,Movie,7.53,Ashita no Joe 2 (Movie) Drama  Sports Movie
4037,Cowboy Bebop: Yose Atsume Blues,Action  Adventure  Comedy  Drama  Sci-Fi  Space,Special,7.53,Cowboy Bebop: Yose Atsume Blues Action  Adventure  Comedy  Drama  Sci-Fi  Space Special
24625,Gundam Build Fighters Try,Action  Mecha  Sci-Fi,TV,7.53,Gundam Build Fighters Try Action  Mecha  Sci-Fi TV
8768,Hiyokoi,Romance  School  Shoujo,Special,7.53,Hiyokoi Romance  School  Shoujo Special
256,Hoshi no Koe,Drama  Mecha  Romance  Sci-Fi  Space,OVA,7.53,Hoshi no Koe Drama  Mecha  Romance  Sci-Fi  Space OVA
16009,Kamisama no Inai Nichiyoubi,Fantasy  Mystery,TV,7.53,Kamisama no Inai Nichiyoubi Fantasy  Mystery TV
435,Magic Knight Rayearth,Adventure  Comedy  Drama  Fantasy  Magic  Mecha  Romance  Shoujo,TV,7.53,Magic Knight Rayearth Adventure  Comedy  Drama  Fantasy  Magic  Mecha  Romance  Shoujo TV
10110,Mayo Chiki!,Comedy  Ecchi  Harem  Romance  School,TV,7.53,Mayo Chiki! Comedy  Ecchi  Harem  Romance  School TV
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,Action  Comedy  Martial Arts  Shounen  Super Power,Movie,7.53,Naruto: Shippuuden Movie 4 - The Lost Tower Action  Comedy  Martial Arts  Shounen  Super Power Movie
1203,Nitaboh,Historical  Music,Movie,7.53,Nitaboh Historical  Music Movie
770,Pale Cocoon,Drama  Sci-Fi,OVA,7.53,Pale Cocoon Drama  Sci-Fi OVA
11499,Sankarea,Comedy  Ecchi  Horror  Romance  Shounen  Supernatural,TV,7.53,Sankarea Comedy  Ecchi  Horror  Romance  Shounen  Supernatural TV
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Comedy  Ecchi  School,TV,7.53,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai Comedy  Ecchi  School TV
959,Shin Chou Kyou Ryo: Condor Hero,Adventure  Drama  Historical  Romance,TV,7.53,Shin Chou Kyou Ryo: Condor Hero Adventure  Drama  Historical  Romance TV
10294,Towa no Quon 1: Utakata no Kaben,Action  Super Power  Supernatural,Movie,7.53,Towa no Quon 1: Utakata no Kaben Action  Super Power  Supernatural Movie
10713,Towa no Quon 2: Konton no Ranbu,Action  Mystery  Super Power  Supernatural,Movie,7.53,Towa no Quon 2: Konton no Ranbu Action  Mystery  Super Power  Supernatural Movie
28285,Trinity Seven OVA,Action  Comedy  Ecchi  Fantasy  Harem  Magic  Romance  School  Supernatural,OVA,7.53,Trinity Seven OVA Action  Comedy  Ecchi  Fantasy  Harem  Magic  Romance  School  Supernatural OVA
10798,UN-GO,Mystery  Supernatural,TV,7.53,UN-GO Mystery  Supernatural TV
12711,Uta no☆Prince-sama♪ Maji Love 2000%,Comedy  Harem  Music  Romance  School  Shoujo,TV,7.53,Uta no☆Prince-sama♪ Maji Love 2000% Comedy  Harem  Music  Romance  School  Shoujo TV
4752,Vampire Knight Guilty,Drama  Mystery  Romance  Shoujo  Supernatural  Vampire,TV,7.53,Vampire Knight Guilty Drama  Mystery  Romance  Shoujo  Supernatural  Vampire TV
183,Whistle!,School  Shounen  Sports,TV,7.53,Whistle! School  Shounen  Sports TV
798,Yomigaeru Sora: Rescue Wings,Drama  Military  Seinen,TV,7.53,Yomigaeru Sora: Rescue Wings Drama  Military  Seinen TV
28771,Yu☆Gi☆Oh!: The Dark Side of Dimensions,Adventure  Game  Shounen,Movie,7.53,Yu☆Gi☆Oh!: The Dark Side of Dimensions Adventure  Game  Shounen Movie
5251,Angel Densetsu,Action  Comedy  School,OVA,7.52,Angel Densetsu Action  Comedy  School OVA
68,Black Cat,Adventure  Comedy  Sci-Fi  Shounen  Super Power,TV,7.52,Black Cat Adventure  Comedy  Sci-Fi  Shounen  Super Power TV
2553,Flanders no Inu,Drama  Historical  Slice of Life,TV,7.52,Flanders no Inu Drama  Historical  Slice of Life TV
13335,Fuse: Teppou Musume no Torimonochou,Action  Drama  Historical  Supernatural,Movie,7.52,Fuse: Teppou Musume no Torimonochou Action  Drama  Historical  Supernatural Movie
1392,Future GPX Cyber Formula 11,Drama  Sci-Fi  Shounen  Sports,OVA,7.52,Future GPX Cyber Formula 11 Drama  Sci-Fi  Shounen  Sports OVA
19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,Mecha  Police  Psychological  Sci-Fi,Movie,7.52,Ghost in the Shell: Arise - Border:3 Ghost Tears Mecha  Police  Psychological  Sci-Fi Movie
506,Glass no Kamen,Drama  Romance  Shoujo,TV,7.52,Glass no Kamen Drama  Romance  Shoujo TV
20903,Harmonie,Drama  School  Supernatural,Movie,7.52,Harmonie Drama  School  Supernatural Movie
142,Kamikaze Kaitou Jeanne,Adventure  Comedy  Demons  Drama  Fantasy  Magic  Mystery  Romance  Shoujo,TV,7.52,Kamikaze Kaitou Jeanne Adventure  Comedy  Demons  Drama  Fantasy  Magic  Mystery  Romance  Shoujo TV
1004,Kanojo to Kanojo no Neko,Drama  Psychological  Romance  Slice of Life,OVA,7.52,Kanojo to Kanojo no Neko Drama  Psychological  Romance  Slice of Life OVA
10918,Kowarekake no Orgel (Movie),Drama  Music  Sci-Fi  Slice of Life,Movie,7.52,Kowarekake no Orgel (Movie) Drama  Music  Sci-Fi  Slice of Life Movie
3358,Kure-nai,Comedy  Drama  Martial Arts,TV,7.52,Kure-nai Comedy  Drama  Martial Arts TV
76,Mahou Shoujo Lyrical Nanoha,Action  Comedy  Drama  Magic  Super Power,TV,7.52,Mahou Shoujo Lyrical Nanoha Action  Comedy  Drama  Magic  Super Power TV
32698,Monster Musume no Iru Nichijou OVA,Comedy  Ecchi  Fantasy  Harem  Romance  Seinen,OVA,7.52,Monster Musume no Iru Nichijou OVA Comedy  Ecchi  Fantasy  Harem  Romance  Seinen OVA
31722,Nanatsu no Taizai: Seisen no Shirushi,Action  Adventure  Ecchi  Fantasy  Shounen  Supernatural,TV,7.52,Nanatsu no Taizai: Seisen no Shirushi Action  Adventure  Ecchi  Fantasy  Shounen  Supernatural TV
31414,Nijiiro Days,Comedy  Romance  School  Shoujo  Slice of Life,TV,7.52,Nijiiro Days Comedy  Romance  School  Shoujo  Slice of Life TV
353,Ojamajo Doremi Dokkaan!,Comedy  Magic  Shoujo,TV,7.52,Ojamajo Doremi Dokkaan! Comedy  Magic  Shoujo TV
1060,Oruchuban Ebichu,Comedy  Ecchi  Seinen,TV,7.52,Oruchuban Ebichu Comedy  Ecchi  Seinen TV
10178,Otona Joshi no Anime Time,Drama  Josei  Slice of Life,Special,7.52,Otona Joshi no Anime Time Drama  Josei  Slice of Life Special
19369,Outbreak Company,Comedy  Fantasy  Harem  Parody,TV,7.52,Outbreak Company Comedy  Fantasy  Harem  Parody TV
14267,Persona 4 the Animation: The Factor of Hope,Adventure  Mystery  School  Super Power  Supernatural,Movie,7.52,Persona 4 the Animation: The Factor of Hope Adventure  Mystery  School  Super Power  Supernatural Movie
19291,Pokemon XY,Action  Adventure  Comedy  Fantasy  Kids,TV,7.52,Pokemon XY Action  Adventure  Comedy  Fantasy  Kids TV
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,Adventure  Comedy  Shounen,Movie,7.52,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose! Adventure  Comedy  Shounen Movie
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Comedy  Parody  School,Special,7.52,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu Comedy  Parody  School Special
167,Scrapped Princess,Adventure  Comedy  Drama  Fantasy  Mecha  Sci-Fi  Shounen,TV,7.52,Scrapped Princess Adventure  Comedy  Drama  Fantasy  Mecha  Sci-Fi  Shounen TV
5909,Seitokai no Ichizon,Comedy  Harem  Parody  School,TV,7.52,Seitokai no Ichizon Comedy  Harem  Parody  School TV
24037,Selector Spread WIXOSS,Game  Psychological,TV,7.52,Selector Spread WIXOSS Game  Psychological TV
5233,Slayers Evolution-R,Adventure  Comedy  Fantasy,TV,7.52,Slayers Evolution-R Adventure  Comedy  Fantasy TV
2014,Taiho Shichau zo: Second Season,Action  Comedy  Police  Shounen,TV,7.52,Taiho Shichau zo: Second Season Action  Comedy  Police  Shounen TV
24459,Tales of Zestiria: Doushi no Yoake,Fantasy,Special,7.52,Tales of Zestiria: Doushi no Yoake Fantasy Special
1006,Tenchi Muyou! in Love,Action  Comedy  Romance  School  Sci-Fi  Shounen  Space,Movie,7.52,Tenchi Muyou! in Love Action  Comedy  Romance  School  Sci-Fi  Shounen  Space Movie
27899,Tokyo Ghoul √A,Action  Drama  Horror  Mystery  Psychological  Seinen  Supernatural,TV,7.52,Tokyo Ghoul √A Action  Drama  Horror  Mystery  Psychological  Seinen  Supernatural TV
3972,Yu☆Gi☆Oh! 5D&#039;s,Action  Game  Shounen,TV,7.52,Yu☆Gi☆Oh! 5D&#039;s Action  Game  Shounen TV
25519,Yuuki Yuuna wa Yuusha de Aru,Drama  Fantasy  Magic  Slice of Life,TV,7.52,Yuuki Yuuna wa Yuusha de Aru Drama  Fantasy  Magic  Slice of Life TV
30869,Ajin Part 2: Shoutotsu,Action  Horror  Mystery  Seinen  Supernatural,Movie,7.51,Ajin Part 2: Shoutotsu Action  Horror  Mystery  Seinen  Supernatural Movie
1536,Busou Renkin,Action  Comedy  Fantasy  School  Shounen  Supernatural,TV,7.51,Busou Renkin Action  Comedy  Fantasy  School  Shounen  Supernatural TV
1475,City Hunter: Bay City Wars,Action  Comedy  Mystery  Shounen,Movie,7.51,City Hunter: Bay City Wars Action  Comedy  Mystery  Shounen Movie
13837,Detective Conan Bonus File: Fantasista Flower,Comedy  Mystery  Police  Shounen  Sports,OVA,7.51,Detective Conan Bonus File: Fantasista Flower Comedy  Mystery  Police  Shounen  Sports OVA
10703,Detective Conan OVA 11: A Secret Order from London,Adventure  Comedy  Mystery  Police  Shounen,OVA,7.51,Detective Conan OVA 11: A Secret Order from London Adventure  Comedy  Mystery  Police  Shounen OVA
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,7.51,Doraemon Movie 05: Nobita no Makai Daibouken Fantasy Movie
23311,Garo: Honoo no Kokuin,Action  Demons  Fantasy  Magic  Supernatural,TV,7.51,Garo: Honoo no Kokuin Action  Demons  Fantasy  Magic  Supernatural TV
1852,Hidamari Sketch,Comedy  School  Slice of Life,TV,7.51,Hidamari Sketch Comedy  School  Slice of Life TV
2228,Honoo no Toukyuuji: Dodge Danpei,Comedy  Sports,TV,7.51,Honoo no Toukyuuji: Dodge Danpei Comedy  Sports TV
15591,Joshiraku OVA,Comedy  Slice of Life,OVA,7.51,Joshiraku OVA Comedy  Slice of Life OVA
1808,Kamichama Karin,Comedy  Fantasy  Magic  Romance  School  Shoujo,TV,7.51,Kamichama Karin Comedy  Fantasy  Magic  Romance  School  Shoujo TV
489,Kamichu!,Comedy  Drama  Slice of Life  Supernatural,TV,7.51,Kamichu! Comedy  Drama  Slice of Life  Supernatural TV
2286,Little Nemo,Adventure  Fantasy,Movie,7.51,Little Nemo Adventure  Fantasy Movie
2954,Maria-sama ga Miteru 3rd Specials,Comedy,Special,7.51,Maria-sama ga Miteru 3rd Specials Comedy Special
3469,Maria-sama ga Miteru: Haru Specials,Drama  Romance  School  Shoujo  Shoujo Ai  Slice of Life,Special,7.51,Maria-sama ga Miteru: Haru Specials Drama  Romance  School  Shoujo  Shoujo Ai  Slice of Life Special
8460,Mirai Nikki,Action  Shounen  Supernatural,OVA,7.51,Mirai Nikki Action  Shounen  Supernatural OVA
2929,Moonlight Mile 2nd Season: Touch Down,Adventure  Drama  Sci-Fi  Space,TV,7.51,Moonlight Mile 2nd Season: Touch Down Adventure  Drama  Sci-Fi  Space TV
31,Neon Genesis Evangelion: Death &amp; Rebirth,Drama  Mecha  Psychological  Sci-Fi,Movie,7.51,Neon Genesis Evangelion: Death &amp; Rebirth Drama  Mecha  Psychological  Sci-Fi Movie
1212,Oban Star-Racers,Adventure  Mecha  Sci-Fi  Shounen,TV,7.51,Oban Star-Racers Adventure  Mecha  Sci-Fi  Shounen TV
11179,Papa no Iukoto wo Kikinasai!,Comedy  Romance  Slice of Life,TV,7.51,Papa no Iukoto wo Kikinasai! Comedy  Romance  Slice of Life TV
9959,Raiyantsuuri no Uta,Drama  Historical,Movie,7.51,Raiyantsuuri no Uta Drama  Historical Movie
12067,Rurouni Kenshin Special,Action  Historical  Romance  Samurai,Special,7.51,Rurouni Kenshin Special Action  Historical  Romance  Samurai Special
2903,Sakigake!! Otokojuku,Action  Comedy  Martial Arts  School  Shounen,TV,7.51,Sakigake!! Otokojuku Action  Comedy  Martial Arts  School  Shounen TV
2254,Sentou Mecha Xabungle,Mecha  Military  Sci-Fi  Shounen,TV,7.51,Sentou Mecha Xabungle Mecha  Military  Sci-Fi  Shounen TV
960,Shin Chou Kyou Ryo: Condor Hero II,Adventure  Drama  Historical  Romance,TV,7.51,Shin Chou Kyou Ryo: Condor Hero II Adventure  Drama  Historical  Romance TV
1577,Taiho Shichau zo,Action  Comedy  Police  Seinen,OVA,7.51,Taiho Shichau zo Action  Comedy  Police  Seinen OVA
5667,To LOVE-Ru OVA,Comedy  Ecchi  Harem  School  Sci-Fi  Shounen,OVA,7.51,To LOVE-Ru OVA Comedy  Ecchi  Harem  School  Sci-Fi  Shounen OVA
4189,Winter Sonata,Drama  Romance,TV,7.51,Winter Sonata Drama  Romance TV
33094,WWW.Working!!,Comedy  Slice of Life,TV,7.51,WWW.Working!! Comedy  Slice of Life TV
21435,Yama no Susume Second Season,Adventure  Comedy  Slice of Life,TV,7.51,Yama no Susume Second Season Adventure  Comedy  Slice of Life TV
11701,Another: The Other - Inga,Horror  Mystery  Thriller,OVA,7.5,Another: The Other - Inga Horror  Mystery  Thriller OVA
1589,Bartender,Drama  Seinen  Slice of Life,TV,7.5,Bartender Drama  Seinen  Slice of Life TV
9340,Cheburashka,Comedy,Movie,7.5,Cheburashka Comedy Movie
7972,Chi&#039;s Sweet Home OVA,Comedy  Kids  Slice of Life,OVA,7.5,Chi&#039;s Sweet Home OVA Comedy  Kids  Slice of Life OVA
2817,Cinderella Monogatari,Adventure  Fantasy  Kids  Romance,TV,7.5,Cinderella Monogatari Adventure  Fantasy  Kids  Romance TV
19163,Date A Live II,Comedy  Harem  Mecha  Romance  School  Sci-Fi,TV,7.5,Date A Live II Comedy  Harem  Mecha  Romance  School  Sci-Fi TV
1684,Dotto Koni-chan,Comedy,TV,7.5,Dotto Koni-chan Comedy TV
9135,Fullmetal Alchemist: The Sacred Star of Milos,Action  Adventure  Comedy  Drama  Fantasy  Magic  Military  Shounen,Movie,7.5,Fullmetal Alchemist: The Sacred Star of Milos Action  Adventure  Comedy  Drama  Fantasy  Magic  Military  Shounen Movie
25183,Gangsta.,Action  Drama  Seinen,TV,7.5,Gangsta. Action  Drama  Seinen TV
23703,Gatchaman Crowds: Embrace,Adventure  Sci-Fi,Special,7.5,Gatchaman Crowds: Embrace Adventure  Sci-Fi Special
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),Comedy  Mecha  Sci-Fi,TV,7.5,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV) Comedy  Mecha  Sci-Fi TV
1825,Hadashi no Gen 2,Drama  Historical  Shounen,Movie,7.5,Hadashi no Gen 2 Drama  Historical  Shounen Movie
31158,Hetalia: The World Twinkle Specials,Comedy  Historical  Parody,Special,7.5,Hetalia: The World Twinkle Specials Comedy  Historical  Parody Special
31665,Hibike! Euphonium: Kakedasu Monaka,Drama  Music  School,Special,7.5,Hibike! Euphonium: Kakedasu Monaka Drama  Music  School Special
2204,Karakuri Zoushi Ayatsuri Sakon,Horror  Mystery  Thriller,TV,7.5,Karakuri Zoushi Ayatsuri Sakon Horror  Mystery  Thriller TV
1691,Kaze no Stigma,Action  Fantasy  Magic  Romance  Shounen,TV,7.5,Kaze no Stigma Action  Fantasy  Magic  Romance  Shounen TV
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,Mystery  Shounen,TV,7.5,Kindaichi Shounen no Jikenbo Returns 2nd Season Mystery  Shounen TV
31952,Kono Bijutsubu ni wa Mondai ga Aru!,Comedy  Romance  School,TV,7.5,Kono Bijutsubu ni wa Mondai ga Aru! Comedy  Romance  School TV
1426,Lupin III: Part III,Action  Adventure  Comedy  Shounen,TV,7.5,Lupin III: Part III Action  Adventure  Comedy  Shounen TV
10624,Mardock Scramble: The Second Combustion,Action  Psychological  Sci-Fi,Movie,7.5,Mardock Scramble: The Second Combustion Action  Psychological  Sci-Fi Movie
520,Marmalade Boy Movie,Romance  Shoujo,Movie,7.5,Marmalade Boy Movie Romance  Shoujo Movie
3342,Mnemosyne: Mnemosyne no Musume-tachi,Action  Horror  Sci-Fi  Shoujo Ai  Supernatural,TV,7.5,Mnemosyne: Mnemosyne no Musume-tachi Action  Horror  Sci-Fi  Shoujo Ai  Supernatural TV
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Action  Comedy  Martial Arts  Shounen  Super Power,Movie,7.5,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono Action  Comedy  Martial Arts  Shounen  Super Power Movie
27787,Nisekoi:,Comedy  Harem  Romance  School  Shounen,TV,7.5,Nisekoi: Comedy  Harem  Romance  School  Shounen TV
3965,Nodame Cantabile Special,Comedy  Josei  Romance  Slice of Life,Special,7.5,Nodame Cantabile Special Comedy  Josei  Romance  Slice of Life Special
32051,One Piece: Adventure of Nebulandia,Action  Adventure  Comedy  Fantasy  Shounen  Super Power,Special,7.5,One Piece: Adventure of Nebulandia Action  Adventure  Comedy  Fantasy  Shounen  Super Power Special
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Action  Adventure  Comedy  Martial Arts  Shounen  Supernatural,Movie,7.5,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou Action  Adventure  Comedy  Martial Arts  Shounen  Supernatural Movie
13429,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,7.5,Sakasama no Patema: Beginning of the Day Sci-Fi Special
399,Seikai no Senki Special,Action  Military  Romance  Sci-Fi  Space,Special,7.5,Seikai no Senki Special Action  Military  Romance  Sci-Fi  Space Special
5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,Comedy,OVA,7.5,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume Comedy OVA
8115,Uchuu Show e Youkoso,Adventure  Fantasy  Space,Movie,7.5,Uchuu Show e Youkoso Adventure  Fantasy  Space Movie
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,Action  Adventure  Comedy  Shounen  Supernatural,OVA,7.5,Yuu☆Yuu☆Hakusho: Eizou Hakusho II Action  Adventure  Comedy  Shounen  Supernatural OVA
7870,Baka to Test to Shoukanjuu Specials,Comedy  Magic  School,Special,7.49,Baka to Test to Shoukanjuu Specials Comedy  Magic  School Special
10396,Ben-To,Action  Comedy  Martial Arts,TV,7.49,Ben-To Action  Comedy  Martial Arts TV
